CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
714086133,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577.0,1450,1127.0,0.747,4576,83,0.766,0.563,0.00020643,0.99979
754443033,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013,0.99612,0.0038814
710040483,Existing Customer,37,M,3,Uneducated,Unknown,$60K - $80K,Blue,26,6,2,1,14485.0,2124,12361.0,0.527,3895,87,0.776,0.147,7.3235e-05,0.99993
717136533,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,26,4,2,2,2586.0,835,1751.0,0.721,4883,73,0.825,0.323,0.00011703,0.99988
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.822,0.00011482,0.99989
810347208,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330,31,0.722,0.066,0.00012303,0.99988
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705.0,1352,9353.0,1.171,2434,58,0.812,0.126,8.9404e-05,0.99991
709321908,Attrited Customer,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498.0,2319,5179.0,0.484,1676,51,0.759,0.309,0.99485,0.00515
720389283,Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,46,6,3,3,3035.0,1779,1256.0,0.851,4999,83,0.93,0.586,0.00031211,0.99969
717592758,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1606.0,1578,28.0,0.85,2418,44,0.467,0.983,0.99236,0.00764
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587.0,1704,2883.0,0.903,2968,65,0.806,0.371,0.00020321,0.9998
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,34516.0,0,34516.0,0.991,4143,68,0.659,0.0,5.7762e-05,0.99994
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,33521.0,928,32593.0,0.732,4115,66,0.535,0.028,0.00011671,0.99988
713745783,Existing Customer,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516.0,1452,33064.0,0.887,2336,49,1.13,0.042,0.00018385,0.99982
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516.0,278,34238.0,0.817,3029,49,0.4,0.008,0.99832,0.00167742
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,5913.0,1651,4262.0,0.79,2404,39,0.56,0.279,0.99816,0.00184351
809311758,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219.0,1503,23716.0,0.944,4429,87,0.642,0.06,0.00018538,0.99981
779216358,Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,38,2,2,3,2111.0,0,2111.0,0.531,773,17,0.133,0.0,0.99466,0.00534
717721458,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.211,0.114,2.0715e-05,0.99998
789226683,Existing Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,33,6,2,3,4969.0,1187,3782.0,0.714,3878,82,0.783,0.239,0.00019751,0.9998
719502183,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,4950.0,1829,3121.0,0.671,4529,73,0.872,0.369,9.2637e-05,0.99991
788939358,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458.0,1399,1059.0,0.739,1563,40,1.222,0.569,0.00011065,0.99989
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1,2,5559.0,1600,3959.0,0.716,5344,82,0.864,0.288,5.0256e-05,0.99995
712690458,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,1,2,3629.0,1891,1738.0,0.917,15982,113,0.687,0.521,5.663e-05,0.99994
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,37,5,2,3,32641.0,1551,31090.0,0.488,1327,30,0.304,0.048,0.00018612,0.99981
719449533,Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,38,1,2,3,2655.0,2283,372.0,0.751,2386,49,0.485,0.86,0.99513,0.00487126
804708633,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,39,3,2,2,7323.0,0,7323.0,0.518,4666,87,0.776,0.0,0.00012144,0.99988
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2,1,3343.0,1820,1523.0,0.727,4507,63,0.703,0.544,6.6245e-05,0.99993
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637.0,0,13637.0,0.566,3625,73,0.659,0.0,5.7151e-05,0.99994
720899883,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,35,6,2,2,6849.0,0,6849.0,0.736,3770,82,0.864,0.0,0.00010386,0.9999
791822733,Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.761,0.133,9.3448e-05,0.99991
712505658,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,41,3,1,3,5530.0,1999,3531.0,1.018,1766,45,0.667,0.361,0.00010679,0.99989
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359.0,1509,850.0,1.1,5232,78,0.814,0.64,0.00019311,0.99981
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,1438.3,0.508,2139,47,0.567,0.0,0.99794,0.00205937
801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894.0,2517,23377.0,1.046,4847,49,0.815,0.097,0.99003,0.00997
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2,1,15026.0,916,14110.0,0.721,3281,63,0.8,0.061,6.864e-05,0.99993
787643658,Existing Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554.0,2169,10385.0,0.529,1422,30,0.579,0.173,0.00013562,0.99986
713819283,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197.0,2517,22680.0,0.721,3002,58,0.812,0.1,0.00010985,0.99989
719378658,Existing Customer,57,M,3,Graduate,Divorced,$80K - $120K,Silver,36,6,3,4,34516.0,1384,33132.0,0.887,4745,69,0.605,0.04,0.00048382,0.99952
708173433,Existing Customer,26,F,1,Unknown,Single,$40K - $60K,Blue,14,4,2,4,5645.0,2324,3321.0,0.655,2482,57,0.727,0.412,0.00033692,0.99966
714429258,Existing Customer,46,M,5,Doctorate,Single,$60K - $80K,Blue,39,4,3,3,11464.0,0,11464.0,1.02,3660,55,1.037,0.0,0.0004519,0.99955
797238108,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232.0,824,2408.0,0.796,3915,74,0.644,0.255,6.3492e-05,0.99994
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,0.0003139,0.99969
713079108,Existing Customer,51,F,0,Graduate,Married,Less than $40K,Blue,42,5,3,2,1858.0,925,933.0,1.056,3660,72,0.6,0.498,0.00015435,0.99985
714823308,Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35,2,3,3,15987.0,1973,14014.0,0.705,7345,98,0.463,0.123,0.0003516,0.99965
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796.0,2396,1400.0,0.569,2069,54,0.742,0.631,0.00012982,0.99987
708699108,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,1438.3,855,583.3,0.662,4890,53,0.893,0.594,0.00029408,0.99971
802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384.0,1919,465.0,0.5,3512,50,0.471,0.805,0.99671,0.00329379
711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719.0,1303,18416.0,0.91,8385,97,0.565,0.066,0.00020643,0.99979
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,0.00017987,0.99982
789196158,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699,0.00030653,0.99969
716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125,0.99683,0.00317458
713205108,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950.0,1062,888.0,0.48,3873,76,0.854,0.545,3.4833e-05,0.99997
788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0.00031104,0.99969
710475408,Existing Customer,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918.0,2028,12890.0,1.342,2171,35,1.059,0.136,0.00011482,0.99989
720153258,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,45,6,3,3,6210.0,1083,5127.0,0.621,3095,62,0.59,0.174,0.00029411,0.99971
720819858,Existing Customer,47,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,2,2,8837.0,2517,6320.0,0.618,8210,100,0.754,0.285,0.00014046,0.99986
771332283,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,38,5,1,3,4601.0,2517,2084.0,0.775,5056,80,0.778,0.547,9.7154e-05,0.9999
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798.0,918,5880.0,0.671,3961,69,0.605,0.135,0.000516,0.99948
712058133,Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274.0,708,1566.0,0.677,7735,74,0.682,0.311,0.00029411,0.99971
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0,1926,9950.0,0.51,1367,33,0.737,0.162,0.00016316,0.99984
784560258,Existing Customer,45,M,1,Uneducated,Divorced,$60K - $80K,Blue,39,4,2,0,21721.0,1247,20474.0,0.657,3937,63,0.658,0.057,4.0521e-05,0.99996
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13,0.00018339,0.99982
809459733,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,38,2,1,2,3220.0,0,3220.0,0.782,13339,90,0.698,0.0,6.3492e-05,0.99994
794682483,Existing Customer,43,F,3,Post-Graduate,Unknown,Less than $40K,Blue,23,5,3,3,4284.0,1094,3190.0,0.63,3095,64,0.524,0.255,0.00036935,0.99963
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0.00020077,0.9998
784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.0,2128,6444.0,0.821,7850,94,0.516,0.248,5.1697e-05,0.99995
714970458,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,9173.0,2047,7126.0,1.419,1807,33,0.737,0.223,3.2288e-05,0.99997
720254883,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877.0,1697,4180.0,1.058,2494,58,0.706,0.289,7.7279e-05,0.99992
712438308,Existing Customer,27,F,1,High School,Married,Unknown,Blue,15,2,1,2,7469.0,0,7469.0,0.688,16730,122,0.718,0.0,5.0256e-05,0.99995
718457058,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442.0,2517,925.0,0.62,7801,74,0.644,0.731,3.3863e-05,0.99997
780079833,Existing Customer,43,M,3,Graduate,Divorced,$60K - $80K,Blue,28,3,3,4,5479.0,1183,4296.0,0.596,14728,126,0.909,0.216,0.00053543,0.99946
710180958,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,2,3,3040.0,2517,523.0,0.493,1598,31,0.476,0.828,0.00019311,0.99981
709942383,Existing Customer,34,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,2,6313.0,782,5531.0,0.931,1703,34,0.889,0.124,0.00016883,0.99983
789025083,Existing Customer,40,M,4,Unknown,Unknown,Less than $40K,Blue,27,5,3,0,1438.3,860,578.3,0.79,4655,82,0.864,0.598,7.6492e-05,0.99992
708876183,Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,43,2,3,2,28673.0,0,28673.0,0.537,3722,69,0.725,0.0,0.0001483,0.99985
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312,0.00052057,0.99948
711251133,Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,Blue,27,5,2,3,15326.0,0,15326.0,1.159,2990,55,0.964,0.0,0.0001933,0.99981
708593883,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731.0,1573,1158.0,0.943,1813,38,0.727,0.576,0.00015365,0.99985
714317058,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,1,4752.0,2437,2315.0,0.601,3946,63,0.75,0.513,0.00010848,0.99989
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676.0,1740,936.0,0.735,3863,69,0.725,0.65,0.00018494,0.99982
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,46,6,1,4,2894.0,2077,817.0,0.574,1017,25,0.562,0.718,0.00015804,0.99984
713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516.0,1264,33252.0,0.774,7827,77,0.54,0.037,0.00011703,0.99988
719900733,Existing Customer,60,M,1,High School,Married,$40K - $60K,Blue,47,3,1,3,9805.0,1007,8798.0,0.8,14641,95,0.9,0.103,8.453e-05,0.99992
711913833,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818.0,1437,7381.0,0.649,1865,31,0.938,0.163,0.00033886,0.99966
715479483,Existing Customer,35,M,2,College,Married,$80K - $120K,Blue,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0.00031749,0.99968
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,0.843,7672,66,0.737,0.0,0.99161,0.00839
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,4,3,2,13431.0,1583,11848.0,0.621,2338,71,0.69,0.118,0.00014832,0.99985
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793.0,1141,652.0,0.715,5293,88,0.76,0.636,5.0256e-05,0.99995
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,0.00031104,0.99969
710308983,Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,39,1,1,3,3287.0,2517,770.0,0.586,4148,83,0.66,0.766,9.6126e-05,0.9999
716580933,Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970.0,1224,746.0,0.54,4533,65,0.625,0.621,0.00026692,0.99973
714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333,7.7286e-05,0.99992
713974533,Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,854.0,1.492,3127,45,1.25,0.666,0.00011311,0.99989
716501133,Existing Customer,36,F,2,Graduate,Single,Less than $40K,Blue,36,6,4,0,2051.0,1154,897.0,0.605,3912,79,0.717,0.563,8.0191e-05,0.99992
711206958,Existing Customer,41,F,3,High School,Divorced,Unknown,Blue,31,3,1,2,2416.0,1305,1111.0,0.93,4163,73,0.698,0.54,5.5559e-05,0.99994
712941483,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3,3,3735.0,0,3735.0,0.762,6826,61,0.848,0.0,0.99705,0.00295494
779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,0.00019396,0.99981
711178383,Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,1,30300.0,1166,29134.0,0.715,4146,64,0.882,0.038,0.00012764,0.99987
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717.0,1953,764.0,0.809,3974,70,0.556,0.719,5.6825e-05,0.99994
772472208,Existing Customer,50,M,1,Uneducated,Married,$60K - $80K,Blue,40,6,1,4,4092.0,996,3096.0,0.644,2298,48,0.655,0.243,0.00015252,0.99985
720995583,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Silver,33,3,2,2,25217.0,1754,23463.0,0.712,15054,110,0.833,0.07,0.00010284,0.9999
720783558,Existing Customer,58,F,1,Graduate,Married,Unknown,Blue,48,2,3,1,9926.0,2216,7710.0,0.524,4937,73,0.553,0.223,0.00010182,0.9999
712549758,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,25,6,2,1,25060.0,0,25060.0,0.758,3749,61,0.743,0.0,7.1987e-05,0.99993
719095533,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,39,3,3,3,2680.0,1652,1028.0,1.132,3382,58,0.758,0.616,0.0003262,0.99967
709991883,Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,2,6214.0,1147,5067.0,0.861,938,35,0.75,0.185,0.98102,0.01898
712283808,Existing Customer,50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,10062.0,1149,8913.0,0.76,1964,44,0.467,0.114,0.00010374,0.9999
798114033,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19,0.00032656,0.99967
713746608,Existing Customer,48,F,2,High School,Married,Unknown,Blue,37,3,2,2,8446.0,908,7538.0,0.604,4240,67,0.763,0.108,0.00011065,0.99989
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,4,3,0,3174.0,2462,712.0,0.772,3140,74,0.721,0.776,6.6354e-05,0.99993
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,3,1972.0,1489,483.0,0.69,4715,66,0.65,0.755,0.00019213,0.99981
715517733,Attrited Customer,46,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15,0.98159,0.01841
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,3,2375.0,1353,1022.0,0.804,5000,76,0.617,0.57,0.00019143,0.99981
806256333,Attrited Customer,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217,0.99893,0.00106612
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838.0,1717,31121.0,0.995,2538,42,0.4,0.052,0.99714,0.00285845
710697408,Existing Customer,41,F,5,Unknown,Married,Less than $40K,Blue,22,2,1,3,6739.0,896,5843.0,0.765,15471,115,0.855,0.133,0.00010512,0.99989
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,2,2,29770.0,1565,28205.0,0.674,1774,42,2.0,0.053,0.00012144,0.99988
719609433,Existing Customer,55,F,4,Uneducated,Divorced,$40K - $60K,Blue,43,5,3,2,1965.0,1525,440.0,0.855,4671,69,0.816,0.776,0.00019396,0.99981
789631908,Existing Customer,51,M,4,High School,Single,$60K - $80K,Blue,45,3,1,2,3031.0,1787,1244.0,1.006,4690,85,0.7,0.59,5.6153e-05,0.99994
814312308,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,5,3,2,5335.0,1373,3962.0,0.558,1435,29,0.611,0.257,0.00019191,0.99981
780230208,Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,40,2,3,0,2672.0,1604,1068.0,0.62,4766,75,1.083,0.6,6.4511e-05,0.99994
789603183,Existing Customer,48,M,4,High School,Unknown,$60K - $80K,Blue,41,4,1,3,9728.0,0,9728.0,0.806,3756,57,0.727,0.0,9.4447e-05,0.99991
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558.0,2318,1240.0,1.265,1631,31,0.824,0.651,6.2588e-05,0.99994
709080783,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,38,4,1,3,1737.0,0,1737.0,0.953,4723,78,0.625,0.0,8.6952e-05,0.99991
755220783,Existing Customer,51,M,1,Doctorate,Married,$80K - $120K,Blue,44,5,2,4,8031.0,1167,6864.0,0.549,3576,77,0.791,0.145,0.00044353,0.99956
780042633,Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.641,0.0,0.99123,0.00877
716932308,Existing Customer,38,F,2,College,Married,Unknown,Blue,28,5,1,3,4693.0,634,4059.0,0.909,4460,79,0.837,0.135,9.0064e-05,0.99991
780382008,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Silver,32,6,3,2,13719.0,1384,12335.0,1.201,3774,63,0.658,0.101,0.00018736,0.99981
827436483,Existing Customer,48,M,1,Graduate,Married,$80K - $120K,Blue,44,6,1,3,2916.0,0,2916.0,0.792,4336,72,0.714,0.0,8.6952e-05,0.99991
772725408,Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K,Blue,30,2,3,2,24499.0,2517,21982.0,0.777,7667,84,0.527,0.103,0.00019191,0.99981
714834258,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,36,5,2,4,2459.0,1127,1332.0,0.765,4343,83,0.886,0.458,0.00033294,0.99967
710787708,Existing Customer,56,F,1,Uneducated,Married,$40K - $60K,Blue,40,4,2,5,5366.0,1271,4095.0,0.558,1748,38,0.9,0.237,0.00054528,0.99945
767311008,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,0.00017969,0.99982
721145433,Existing Customer,52,F,5,High School,Single,Less than $40K,Silver,36,3,2,2,11280.0,1523,9757.0,0.765,16237,128,0.753,0.135,0.00010322,0.9999
711546333,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Blue,38,4,3,1,7958.0,1559,6399.0,0.726,4962,72,0.714,0.196,0.00011574,0.99988
718127958,Existing Customer,58,M,0,Graduate,Divorced,Unknown,Blue,36,4,2,2,9097.0,1656,7441.0,0.813,4174,85,0.7,0.182,9.7673e-05,0.9999
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904.0,2517,387.0,0.624,2653,46,0.586,0.867,0.99357,0.00643
772334133,Existing Customer,53,F,1,Graduate,Married,Unknown,Blue,42,2,1,3,4637.0,0,4637.0,0.709,4583,86,0.911,0.0,8.6952e-05,0.99991
717707133,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Blue,24,6,2,3,10060.0,2322,7738.0,0.894,2184,63,1.032,0.231,0.00019751,0.9998
717682233,Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139.0,1585,4554.0,0.713,7906,80,0.633,0.258,0.00012274,0.99988
780094008,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,40,4,3,1,12875.0,1119,11756.0,0.401,1624,40,0.429,0.087,0.00016289,0.99984
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3,4,3212.0,2517,695.0,0.785,4284,69,1.3,0.784,0.0005948,0.99941
716106108,Existing Customer,49,M,4,Post-Graduate,Married,$120K +,Silver,41,2,3,2,34516.0,0,34516.0,0.663,13376,129,0.72,0.0,0.00020056,0.9998
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621.0,598,2023.0,0.967,4852,85,0.771,0.228,0.00034664,0.99965
709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.571,1973,36,0.333,0.0,0.99675,0.00325077
715555833,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,7.5683e-05,0.99992
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443.0,0,3443.0,0.832,2505,45,0.452,0.0,0.99814,0.00186317
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0.00016413,0.99984
714929283,Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3203.0,2229,974.0,1.146,2625,52,0.625,0.696,7.7279e-05,0.99992
710413533,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51,3,3,3,12186.0,1080,11106.0,0.842,4785,66,0.65,0.089,0.00030251,0.9997
712228458,Existing Customer,50,M,2,Unknown,Unknown,$120K +,Blue,32,2,3,1,25645.0,1083,24562.0,0.757,4302,63,0.5,0.042,0.00011924,0.99988
716963283,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,38,2,2,3,3165.0,2517,648.0,0.748,2751,49,1.042,0.795,0.99499,0.00501
716288208,Existing Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,36,2,1,1,15618.0,0,15618.0,0.706,7549,77,0.638,0.0,3.4465e-05,0.99997
712457208,Attrited Customer,58,M,1,Graduate,Single,$80K - $120K,Blue,36,6,3,4,22718.0,0,22718.0,0.747,8100,77,0.833,0.0,0.99794,0.00205937
787489083,Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,4,21351.0,2517,18834.0,0.818,1887,32,0.882,0.118,0.00040297,0.9996
751155783,Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,40,2,1,3,4074.0,1868,2206.0,0.688,15005,118,0.761,0.459,9.0056e-05,0.99991
708238833,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,0.00019311,0.99981
